Repo,Author,Star,Fork,Watch,Creation,Last Update,Language,Topic,Family,Platform
kindabadmalaware,LukeFunder,0,0,0,2019-03-26,2019-03-26,,,trojan,windows
HellStorm,akiraaisha,0,2,1,2015-02-21,2017-04-05,,,"botnet, ddos, keylogger, trojan",
PT,kiwon0905,0,0,1,2014-02-11,2016-10-15,C++,,trojan,
virustrojan,toriello,0,5,1,2017-04-11,2019-09-11,Shell,,"ddos, trojan, virus",
xiaomi_redmi_4_miui_HM4_V8.1.5.0.MCECNDI_7379d10c7b_6.0,ichensky,1,0,1,2017-02-10,2017-02-16,Batchfile,,trojan,"android, windows"
qemuSparcTrojan,AdamKostrzewa,1,0,1,2018-06-01,2021-03-20,C,,"backdoor, trojan",
Trojans2017,zleap,0,0,1,2017-02-27,2019-08-13,,,trojan,
Stupid_Trojans,DustinBrown917,0,0,0,2018-09-11,2018-10-19,C#,,trojan,
Hermes_Odyssey,iacanaw,3,1,2,2019-04-23,2020-12-06,C,,trojan,
WeChatFcker,uvbs,4,0,1,2017-09-15,2021-04-26,Java,,trojan,android
chapter7,cehmanish,0,0,2,2016-03-07,2016-03-08,C,,trojan,
Senk,MrOnlineCoder,0,1,1,2017-04-08,2017-04-08,,,trojan,
R.A.F_Remote-Access-Framework_,The-fixXxer,3,1,1,2019-01-07,2021-06-15,Python,,trojan,windows
oyarikuna,lquenta,1,0,1,2016-04-01,2016-04-01,C#,,trojan,
Ratrojan,cripperCrip,1,0,1,2017-09-25,2017-09-27,C++,,trojan,
Banter,tserafin,0,0,2,2018-08-07,2021-06-17,Python,,trojan,windows
WindowsFunnyTrojan,xianfengting,0,0,0,2018-06-03,2018-06-09,C++,,trojan,windows
B-UAC,DeaDHackS,2,1,0,2019-02-04,2020-10-03,Python,,trojan,windows
Crowrat,OmerFarukGenc,0,0,0,2019-02-04,2019-04-30,Python,,trojan,
LPC_handler,Mathugo,0,0,0,2019-04-14,2019-05-18,C++,,trojan,"linux, windows"
Malw,virgiljoestar,1,2,1,2018-09-25,2021-07-25,Go,"malware, c, golang, windows",trojan,windows
git-trojan,x00xFF,0,0,1,2015-10-22,2015-10-22,Python,,trojan,
Trojan---Teste-jogo-de-tabuleiro,petermademann,1,0,1,2014-10-29,2014-10-30,,,trojan,
shell-collecting,HacTF,2,1,2,2017-11-03,2020-05-19,PHP,,trojan,
Trojan,HappyPiggy,0,0,1,2016-12-07,2016-12-07,Python,,trojan,
lamontee,chrislee159,0,0,0,2019-05-28,2019-06-07,,,"trojan, virus",
the-Trojan,sasqwatch,0,0,1,2017-04-28,2017-06-26,Python,,trojan,
Cloud-RAT,ManhNho,0,0,0,2018-01-13,2019-03-16,,,trojan,
Iniquitous,tdr130,1,0,1,2016-03-23,2021-07-03,C#,,trojan,
fakebo,pld-linux,0,0,1,2012-07-13,2013-01-11,,,trojan,
SnoopB,maxpowersi,2,3,1,2018-09-12,2021-05-23,C#,,"keylogger, trojan",
SISProjectRAT,zeleee,1,0,3,2017-12-27,2020-08-28,C#,,"keylogger, trojan",
Trojan.VEx.Win32,Weeshlow,0,0,1,2018-05-24,2018-06-05,C++,,"trojan, virus",windows
trojan_demo,brickgao,0,0,1,2013-11-26,2013-11-27,,,trojan,
trojanino,GSkouroupathis,0,0,1,2017-10-01,2017-10-01,Python,,trojan,
trojan,mcraze123,0,0,1,2017-01-02,2017-01-02,Python,,trojan,
Trojan-Test,Church-,1,1,1,2018-11-02,2019-08-27,Rust,,trojan,
a_nix_hole,fwxs,0,0,0,2019-03-03,2019-03-03,,,trojan,
PetrWrap.PetyaCry,roschacker,1,0,0,2017-06-28,2017-07-07,,"ransomware-prevention, microsoft-patches, notpetya",trojan,
Iniquitous,MoeChezzy,3,0,3,2016-05-08,2020-01-11,C#,,"ransomware, trojan",windows
shield,MrBek,1,0,2,2016-04-22,2019-01-10,C++,,"trojan, virus, worm",
troy-divine-playground,jrbedard,2,0,3,2009-11-28,2014-11-03,C++,,trojan,
ft_durex,rludosanu,2,1,1,2018-08-07,2018-09-15,C,,trojan,
TrojanGenerator,henriksb,5,3,2,2018-10-09,2020-04-05,Python,,"spoof, trojan, virus",
wwscan,caquino,2,0,0,2010-02-06,2016-10-17,Shell,,trojan,
2015-mogilev-trojan,EPAMHackathons,0,0,7,2015-02-09,2015-02-15,C#,,trojan,
pythonRAT,ArthurHMES,1,0,0,2018-06-30,2019-11-05,Python,,"backdoor, trojan",
Simple-JAVA-TrojanHorse,amdadulbari,2,2,1,2018-12-06,2019-07-31,Java,,trojan,windows
projetolabso,LukasTsunami,0,0,0,2017-03-19,2017-03-19,C,,trojan,
gittrojan,irisambericon,0,0,0,2018-01-23,2018-01-23,Python,,trojan,
Rangeen,N1CK5V,0,0,1,2016-03-20,2019-11-27,C#,,trojan,
spaceeater-trojan-mitigation,rahul-soshte,0,0,1,2018-10-28,2018-11-19,HTML,,"trojan, virus",
kermit,gwuah,2,0,0,2017-02-21,2019-10-14,Python,"malware, python",trojan,
GitTrojan,RicketyRicketyWrecked,0,0,1,2017-08-03,2017-08-03,Python,,trojan,
first-trojan-horse,zaza6677,0,0,1,2018-07-23,2018-09-01,C#,,"trojan, virus",
Trojan_Creator,AhmedGelemli,0,0,0,2018-09-16,2018-09-16,Python,,trojan,linux
dbus-daemon-trojan-sample,Saren-Arterius,5,1,1,2018-04-21,2019-05-14,Shell,"virus, trojan, sample","trojan, virus",
Python-Trojan,hsumerf,0,0,2,2019-02-03,2019-02-04,Python,,trojan,
SimpleJAVARat-Listener-PayLoad,orbenet,0,0,3,2019-01-21,2019-01-30,Java,"pentest-tool, trojan-rat, java, client-server",trojan,android
trojan-tech-tickets,Wayzata,0,0,5,2015-11-25,2015-12-17,Go,,trojan,
Rata,AhmedAtef07,0,0,6,2017-01-07,2018-01-21,Python,,trojan,
JTrojanShell,the16thpythonist,0,0,2,2015-10-04,2015-10-04,Python,,trojan,
chapter7,andrelramos,0,0,1,2015-05-14,2015-05-14,Python,,trojan,
dark.silent,cweiske,0,0,1,2018-01-16,2018-01-16,Java,,trojan,android
TeamTrojans,Opportunity-Hack-2016-SJC-SVCC,0,0,14,2016-09-24,2016-09-25,Java,,trojan,
Trojan,wszeborowskimateusz,0,0,1,2018-05-05,2018-05-05,C++,,trojan,
mobile-trojan-manager,iamindian,4,7,1,2019-03-10,2020-06-10,Dart,"trojan, gfw, flutter, trojan-gfw",trojan,"android, iphone"
pcSPY,akadjoker,0,0,1,2015-07-22,2015-07-22,Pascal,,trojan,
TrojanDemo,AnthonyLaiuppa,0,0,1,2015-03-20,2015-03-23,Python,,"keylogger, sniff, trojan, virus","linux, windows"
TrojanD,ShengjieLuo,0,1,2,2017-04-20,2017-05-17,Scala,,trojan,
Metastasis-Framework,axano,3,2,3,2017-04-20,2020-07-02,Shell,,trojan,
GitMEMZ,MicroshaftCorp,0,1,1,2018-07-13,2018-07-13,C,"memz, malware, memes, very-dangerous",trojan,
trojan,him-28,0,0,2,2015-03-09,2015-09-25,,,trojan,windows
killer,ABDO10HACKER,1,0,0,2019-02-08,2019-06-04,,,"backdoor, trojan",windows
MTR-Java-2018,CorruptedArk,0,0,1,2017-12-29,2019-01-10,Java,,trojan,
Connect-Back-Win32-Trojan,lfamorim,0,1,1,2014-04-10,2020-06-06,C,,trojan,
rat_project,flaviolc18,1,0,0,2018-06-23,2019-03-25,,,"keylogger, trojan","linux, windows"
enigma-js,DrunkSkipper,0,0,1,2017-06-13,2017-11-03,C++,enigma-js,trojan,
Trojan_git,ryantzj,0,0,1,2015-12-28,2016-09-06,Python,,trojan,
MTR-Java,MonroeTrojanRobotics,0,1,3,2014-01-18,2016-01-22,Java,,trojan,
chapter7,codymm84,0,0,1,2015-08-26,2015-08-26,Python,,trojan,
Nemesis-Remote-Desktop,drkameleon,2,1,2,2014-09-06,2021-08-27,Pascal,,,
MITM-FILEstrip,zolamb,0,0,0,2019-04-17,2021-03-20,Python,,"backdoor, trojan",
YouAreAnIdiot,egold555,36,21,4,2016-02-25,2021-11-21,C#,,trojan,windows
chapter7,D4rkProxy,0,0,1,2015-07-08,2015-07-08,Python,,trojan,
42--Durex__TrojanHorse,sayakura,0,0,1,2019-03-23,2019-03-28,C++,,trojan,
Ares,EliaSulimanov,1,0,1,2019-03-09,2019-04-26,,"ares, trojan, rat, c-sharp, ruby","keylogger, trojan",
MTR-CPP-2015,CorruptedArk,1,0,1,2015-01-22,2018-01-21,C++,,trojan,
Durex,w0dm4n,1,0,2,2017-09-29,2018-01-21,C++,,trojan,
TrobotWorkstationSetup,xjschwen,0,0,2,2016-01-21,2017-01-29,Shell,,trojan,linux
puncture,simran91,1,1,1,2015-03-14,2017-05-21,Perl,,trojan,linux
ransomware-installer-reversed,ocean2706,1,1,1,2016-03-11,2019-03-17,C#,,"ransomware, trojan, virus",windows
welcome2hell,dustboxed727,0,0,0,2019-04-08,2019-04-12,,,trojan,
The-Exploit,NataLiarr657,0,0,0,2017-11-05,2017-11-05,HTML,,trojan,windows
Threat-of-malicious-hardware-trojans-report,briancain,0,1,1,2013-12-18,2013-12-18,TeX,,trojan,
Combarter,pavan987,0,1,1,2016-10-30,2017-11-06,Python,,trojan,android
remote-access-trojan,pmlaforest,2,0,1,2017-12-24,2019-06-07,C++,,trojan,
TTFT,yyj2121,0,0,1,2017-02-02,2017-03-25,,,trojan,
wifi-ssid-rat,arkangel-dev,3,0,1,2019-02-16,2020-11-21,Python,,"botnet, trojan",
ProjectTrojanM2SSI,nirvana5494,0,0,1,2018-03-23,2018-03-25,,,trojan,
intro_to_machine_learning,tybill,0,0,0,2018-04-06,2018-04-06,Jupyter Notebook,,trojan,
badrat,eraycemagpurada,0,1,0,2017-09-29,2017-11-19,Python,,trojan,
AntiRAT,vectorman1,0,0,1,2016-10-31,2016-10-31,,,trojan,windows
Accentus,dysequilibrium,0,0,1,2019-02-15,2020-07-22,HTML,,trojan,
my-first-rat,nsa,0,0,1,2018-08-31,2019-04-12,,"rat, visual-basic-6, visual-basic, trojan-rat","keylogger, trojan",
static_compile_command,limithit,0,0,1,2019-02-24,2020-11-12,C,,"rootkit, trojan",
rat-windows,honest-cyber,3,1,0,2019-05-16,2020-05-28,Python,,"botnet, trojan",windows
DAV7_RAT,userterlarang,1,0,1,2019-04-27,2020-08-28,Shell,,trojan,linux
LovelyHorse,albertofwb,0,0,1,2019-05-01,2019-05-02,C++,,trojan,windows
keylogger,0xTHEgod,1,0,1,2017-07-25,2019-03-03,Python,,"keylogger, trojan",
Python-For-Android-Hacking-Crash-Course-Trojan-Perspective,PacktPublishing,7,4,5,2019-05-07,2021-10-18,,,"botnet, trojan","android, iphone, linux, windows"
trojan-tank-mkiv,MrCatchworth,0,0,1,2018-02-03,2018-02-03,,,trojan,
Reveal_ObfuscatedVBScriptTrojan,BarelT,1,0,2,2016-10-07,2020-04-10,VBScript,vbscript,"trojan, virus",
34C3-MQA-Presentation,NoisyNarrowBandDevice,0,0,1,2017-12-31,2017-12-31,,,trojan,
DiskSpaceTrojan,DanielChurch,1,0,1,2017-10-05,2018-08-07,Java,,trojan,
winfuck,dengr1065,0,0,0,2019-03-01,2019-03-01,,,,windows
Common-Trojan-virus-detection-in-Microsoft-Windows-,hasanashik,0,0,0,2019-01-26,2019-01-26,Python,,"trojan, virus",windows
Rats,SarinI0,27,18,3,2017-08-01,2020-09-30,C#,,trojan,windows
virus-total-api,ccsalazar,0,0,0,2017-11-12,2017-11-12,,,"trojan, virus, worm",
openrat,L0KER,0,0,0,2018-11-03,2018-12-15,Python,,trojan,
trojan_war_lists,Stolichnayer,0,0,0,2019-04-17,2019-04-18,C,,trojan,
blattfruit_pie,dugger,1,0,1,2017-08-15,2017-08-25,Objective-C,,trojan,windows
Python-Trojan,Iplayli,3,0,0,2019-03-03,2021-11-07,,,trojan,windows
trogen,HaydenDakota,0,1,0,2016-10-05,2016-10-22,Shell,,trojan,
Virus-Archives,VirusArchives,1,0,1,2018-03-30,2019-11-24,,,"ransomware, spyware, trojan, virus",
VirusMr,Raghuram42,0,0,2,2018-07-09,2018-07-09,JavaScript,,"trojan, virus, worm",
RAT,AgustinMachiavello,5,0,1,2019-01-10,2021-06-24,C#,,trojan,
trojanFromEmail,ajblk,1,0,2,2016-04-04,2019-06-27,HTML,,"trojan, virus",
DecoyGame,oflynned,0,2,1,2017-06-04,2017-11-12,Swift,"swift, ios, osx, decoy, shell, trojan, bash, remote",trojan,iphone
keychain,deyvidm,0,0,0,2016-02-02,2016-02-06,Shell,,trojan,
Windows-Error-Song-Maker,MicroshaftCorp,0,0,1,2018-07-14,2018-07-14,C,"joke, program, memz, memes, song, error-messages, windows, malware",trojan,windows
py_trojan,guilhermej,3,0,1,2016-07-23,2021-11-08,Python,,trojan,
Hardware-Trojan-based-on-Malicious-Aging,eric830303,1,1,1,2017-10-25,2021-07-29,C++,,trojan,mac
Assembly-Trojan,Ntahorg,0,0,1,2014-03-20,2016-04-02,,,trojan,windows
Algorithm-Source-Code,NiazBinSiraj,0,0,0,2018-05-19,2021-04-07,C++,"competitive-programming, programming-contest, algorithms, c-plus-plus, university-of-rajshahi, cse",trojan,
WN-Antivirus,MEGAMINDMK,0,0,0,2018-07-04,2019-01-10,C++,"antivirus, webnet, official","spyware, trojan, virus, worm",
trojan_war_trees,Stolichnayer,0,0,0,2019-04-17,2019-04-18,C,,trojan,
defender,key2peace,7,2,3,2012-07-18,2021-06-14,Perl,,"botnet, spam, trojan, virus",
simplembr,Dobby233Liu,0,0,1,2019-03-02,2019-10-22,Assembly,,"trojan, virus",
My-Security-Course,aliyazdi75,0,0,1,2019-03-02,2019-03-02,Python,,trojan,
plasma,CloudyZx,1,2,1,2017-10-04,2020-08-28,,,"ddos, keylogger",
Dr0p1t-Framework,Subzeroking,1,1,0,2018-01-14,2021-12-17,Python,,trojan,"linux, windows"
Distribution,eric830303,0,0,1,2017-10-25,2019-01-21,C++,,trojan,
Malware-Mobile-Security-App,JeremyCervantes,0,0,1,2019-02-26,2019-03-28,,,trojan,android
photoe007.scr-FixTool,mujicadiazr,1,3,1,2015-10-28,2018-12-12,Visual Basic,,"backdoor, keylogger, spam, trojan, virus",
Projet_Trojan,Rayanox,1,0,1,2014-10-08,2019-10-15,Java,,trojan,
DesktopSlider,egold555,1,0,1,2016-02-25,2021-11-21,C#,,trojan,
PControl,marcelolima642,1,0,0,2019-04-08,2020-12-17,,,trojan,windows
WinAccessRecover,marcelolima642,0,0,0,2019-04-08,2019-04-08,,,trojan,windows
getCP3Aviruscleanerlog,inafev,0,0,2,2015-11-30,2015-12-08,Perl,,"trojan, virus, worm",
DiskEater,irish3725,1,1,2,2017-02-20,2019-11-16,Java,,"trojan, virus",windows
wrap-it-before-you-tap-it,PortResume,1,1,0,2019-02-01,2020-08-16,Python,,"trojan, virus, worm",
Ransomware,ghostlulzhacks,29,22,8,2016-07-19,2021-09-13,C,,ransomware,linux
Uzi,VedantGawade,28,4,6,2016-08-16,2021-10-01,Python,,"backdoor, keylogger",windows
myransomeware,wscdn,4,7,0,2018-10-08,2020-07-24,,"windows, ransomware, metasploit, vmware, ssh, wsl-terminal, kali-linux","backdoor, ransomware","linux, windows"
CryptoLite,DanielStott,4,1,2,2018-02-02,2021-12-11,C++,,,windows
WANNACRY,rpjust4u,1,5,2,2017-05-17,2021-12-13,C,,ransomware,linux
winran,indrajitkar,0,1,1,2019-04-15,2019-04-15,C,,,windows
Ransomware,Droy24,5,11,2,2018-08-11,2021-11-30,C,,ransomware,linux
free_memes-ransomware,acringeykid,0,0,0,2019-05-01,2019-05-01,,,ransomware,
Excalibur,pyCity,2,1,1,2019-02-09,2020-11-19,Python,"python, 3, ransomeware",,
mom,ladiesman6969,2,6,1,2018-08-12,2021-10-22,Visual Basic,,virus,
KermitRansom,Drunkendragonify,0,0,2,2018-01-30,2018-02-06,C#,,,windows
Anti-Virus-OKEY_shourov-kali_linux,OkeyShourovDAW,3,0,1,2017-07-11,2020-01-02,Python,,virus,linux
RansomeWareJS,NilayBhatt,1,1,2,2017-04-17,2021-10-29,JavaScript,,ransomware,
hidden-tear,utkusen,872,391,128,2015-08-16,2021-12-03,,,ransomware,
hidden-tear,goliate,565,363,50,2015-08-19,2021-12-17,C#,,ransomware,
Ransomware,bug7sec,112,119,14,2016-05-13,2021-12-11,PHP,,ransomware,
Ransom,roothaxor,109,77,14,2016-07-29,2021-12-01,Python,"ransomware, programming, code, script, encryption, cryptography, aes-encryption",ransomware,
cry,wille,191,65,8,2017-01-11,2021-12-03,Go,"cry, ransomware, money, asymmetric, crypto, web, golang, go, rsa, aes, file, poc",ransomware,
nodeCrypto,atmoner,50,24,6,2018-12-20,2019-08-02,,"ransomware, nodejs, sql",ransomware,linux
PewCrypt,000JustMe,57,31,6,2019-03-03,2021-08-09,Java,,ransomware,
gopher,gdbinit,87,36,12,2015-09-04,2021-10-01,C,,ransomware,windows
decryptors_archive,hasherezade,21,22,5,2016-11-27,2021-10-19,C++,,ransomware,
CryptoTrooper,jdsecurity,56,38,3,2016-03-11,2021-01-27,Shell,,ransomware,linux
HiddenTear,SneakSensed,48,40,3,2016-08-07,2021-10-27,C#,,ransomware,
ransomware,vasco2016,43,36,10,2016-06-22,2021-12-15,Python,,ransomware,windows
goransomware,lucdew,36,18,5,2015-03-15,2021-10-22,Go,,ransomware,linux
hidden-tear-bruteforcer,Demonslay335,22,19,5,2016-03-15,2021-09-19,C#,,ransomware,
Ransomware,BlackMathIT,35,33,5,2017-03-17,2021-07-26,C#,,ransomware,windows
R10,Choudai,15,7,1,2017-05-04,2019-01-30,C#,,ransomware,
RansPy,marcosValle,13,17,4,2016-07-31,2021-11-09,Python,,ransomware,
ransomware,pe3zx,15,9,4,2015-11-21,2019-04-21,,,ransomware,
ransomware-demo,qnighy,15,16,1,2016-07-15,2021-10-27,Shell,"ransomware, demo, cryptography",ransomware,
ransomware-decryptors,mstfknn,20,8,4,2018-11-08,2021-12-15,,,ransomware,
RansomDroid,thelinuxchoice,15,10,3,2018-02-27,2019-08-13,,,ransomware,"android, windows"
NxRansomware,guibacellar,34,30,8,2016-05-16,2021-11-22,CSS,,"ransomware, virus",
ransomware,gustavohenrique,14,13,2,2017-05-21,2021-07-25,Go,"ransomware, golang, ethical-hacking",ransomware,
hidden-tear,ru-faraon,8,7,3,2015-08-18,2019-02-02,,,ransomware,
CryptAPI,EgeBalci,10,6,1,2017-11-27,2021-08-31,C,,ransomware,
Ransomware,popescuadi,21,7,1,2017-03-08,2021-12-17,C,,ransomware,
WannaSmile,indrajeetb,8,6,3,2017-05-14,2020-03-07,C#,,ransomware,
Android-RansomWare,CrabeMan,2,6,2,2018-05-17,2019-03-26,,"android, python3, flask, cipher, ransomware",ransomware,android
lollocker,zmallen,17,6,2,2015-08-18,2021-06-11,Shell,,ransomware,
Crypto_Ransomware,mohmmadyahya010101,3,7,1,2017-02-22,2021-11-27,Visual Basic,,ransomware,windows
Shady-Hook,nybble04,21,10,3,2018-07-17,2021-09-07,C++,"malware-analysis, malware-research, ransomware, hooking, windows, microsoft, microsoft-visual-studio, infosec, cybersecurity, reverse-engineering, cpp, system-programming, pointers, dll-injection, dll-hooking, dll-files, dll-hijacking, detours, malware, trojan","ransomware, sniff, trojan",windows
GG-Ransomware,SadFud,10,6,2,2016-08-19,2021-11-15,Visual Basic,,ransomware,
SamSamStringDecrypter,Demonslay335,14,6,1,2016-12-27,2020-10-28,C#,,ransomware,
ransomgantengware,zakybstrd21215,2,4,1,2017-02-08,2020-11-28,Python,,ransomware,windows
fsociety-ransomware-MrRobot,graniet,223,115,34,2016-10-30,2021-12-17,C++,,ransomware,
nanolocker-decryptor,Cyberclues,4,4,2,2016-01-24,2020-11-26,C++,,ransomware,
petrwrap_sample,netb2c,7,2,2,2017-06-28,2021-02-01,,,"ransomware, trojan, virus",
n00blocker,thez3r0,2,4,1,2016-10-26,2021-10-11,HTML,"ransomware, drop, risk-factors",ransomware,
ransom,bvosk,3,5,1,2016-08-30,2019-02-02,Python,,ransomware,
ctb_locker,samvartaka,6,5,2,2015-11-20,2021-09-29,Python,,ransomware,
CryptoWire-Ransomware,bdunlap9,7,8,1,2018-01-07,2021-11-19,AutoIt,,ransomware,
ransomware,xiaozhouas,5,2,1,2016-05-05,2021-05-06,Python,,ransomware,linux
Sipher-PHP-Ransomware,ret2got,26,25,1,2016-10-27,2021-11-18,PHP,,ransomware,
MuchObliged,DespaREto,7,2,2,2018-07-13,2020-02-01,C++,,ransomware,windows
ransomware-decryptiontool-list,wikijm,17,7,1,2016-04-01,2021-09-18,,,ransomware,
Phobos_Analysis,simbazad,7,4,2,2019-03-27,2021-07-05,,,ransomware,
ransomware_peyta,aymankhalfatni,2,4,1,2017-06-30,2021-04-05,,,"ransomware, virus",
Synounlocker,F-Secure,12,2,14,2014-08-22,2021-12-02,Python,,ransomware,
ransomware-poc,sourceclear,9,4,17,2017-05-16,2021-08-09,HTML,"ransomware, java, spring-mvc",ransomware,
arescrypt,BlackVikingPro,11,3,5,2017-12-18,2019-03-17,,,ransomware,windows
dongerlocker,zmallen,7,2,1,2015-08-18,2019-06-01,Scala,,ransomware,"linux, windows"
H0ney,H0neyBadger,4,5,1,2016-11-06,2021-09-09,PowerShell,,,
MindSystem-NotRansomWare,MindSystemm,4,3,0,2017-08-08,2019-09-10,C#,,ransomware,
ATANK,ScRiPt1337,43,33,4,2018-10-15,2021-12-07,Smali,,ransomware,"android, linux"
Ransomware-Encryptor-Decryptor,formfactor1,15,1,2,2016-12-21,2021-11-28,PowerShell,,ransomware,
cryptor,bamless,2,3,1,2017-07-28,2020-11-17,C,"c, ransomware, linux, windows, server-client, network",ransomware,"linux, windows"
go-crypt,target111,38,15,2,2019-02-04,2021-12-15,Go,,ransomware,"linux, windows"
Ransomware,Sh1n0g1,2,4,2,2016-07-19,2019-02-02,,,ransomware,android
panicbutton,twelvesec,20,5,2,2017-06-29,2021-10-28,C++,"panic-button, ransomware, windows, memory, encryption",ransomware,windows
petya2017_notes,aguinet,19,4,5,2017-07-01,2021-10-02,Python,,ransomware,windows
Ransomware-C-Bash-minimal,ret2got,6,6,0,2016-09-13,2020-06-20,Shell,,ransomware,
RANGO,teamghsoftware,2,2,1,2017-01-23,2019-03-03,Go,,ransomware,
Scripted-Ransomware-builder,ScRiPt1337,38,26,4,2018-10-13,2021-10-28,,,ransomware,windows
CryptoJoker,jaenudin86,14,4,4,2017-07-14,2021-11-27,C#,,"ransomware, virus",windows
OSIR,Property404,3,4,4,2015-09-16,2020-05-29,PHP,,ransomware,
desuCrypt,zerod4y,3,9,2,2017-12-25,2021-01-21,C++,,ransomware,windows
jamsomware,julupu,5,3,1,2018-03-11,2021-06-25,Python,"ransomware, malware, malware-detection, ransomware-detection",ransomware,windows
Capricorn,ThisIsLibra,9,2,1,2017-06-21,2021-05-11,Java,,ransomware,"linux, mac, windows"
PyWare,MalwareSec,5,0,3,2017-07-11,2019-02-18,,,ransomware,
envoye-special-decryptor,newsoft,4,2,1,2017-12-16,2019-05-20,C#,,ransomware,
The-Nice-Ransomware,agentzex,15,10,2,2018-12-12,2021-12-09,C++,,ransomware,windows
ransomware-fud_2018,hakanonymos,15,7,0,2018-07-20,2021-10-18,C#,,"ransomware, virus",
Ransomware-1,Hanoosh,4,3,2,2016-09-21,2019-09-16,C,,ransomware,
Teardroid-phprat,ScRiPt1337,109,54,16,2018-09-20,2021-12-14,Smali,,ransomware,android
ransom-ssd,chamdoo,6,0,2,2016-09-27,2019-03-09,C,,ransomware,
lightweight-reactive-snapshot-service,cn505240,2,2,0,2017-09-17,2019-03-03,C,,ransomware,windows
F0Xware,TF0X,5,3,1,2019-02-05,2021-02-23,PHP,"ransomware, php, website-ransonware","backdoor, ransomware",
HTML-Ransomware,bdunlap9,3,4,0,2018-04-28,2021-09-17,PHP,,ransomware,
python-ransomware,jg-fisher,52,47,6,2019-04-11,2021-12-09,Python,,ransomware,
Ransomware,h4ckzu5,4,3,1,2017-05-28,2020-06-18,PHP,,ransomware,
pumax_ransomware_decryptor,AfshinZlfgh,5,2,1,2018-11-24,2019-02-02,Python,,ransomware,"linux, windows"
RainRansomware,WillRazorFace,1,6,1,2018-11-18,2020-06-04,Python,,"ransomware, virus","linux, windows"
Runsome,ShaneNolan,1,3,2,2016-11-17,2019-03-03,C#,,ransomware,mac
ransom,rauuldavila,3,0,1,2016-12-14,2020-01-07,Python,,ransomware,
elise,emil64,4,0,1,2018-12-25,2020-02-27,C,,ransomware,
jWARE,D4stiny,17,2,2,2017-06-13,2021-10-23,Java,,ransomware,
ransomware_simulation,SheldonHH,3,4,2,2016-03-02,2019-03-03,Java,,ransomware,windows
hiddentear,charlybs,3,2,1,2016-07-31,2019-03-20,C#,,ransomware,
Snitchware,ShaneNolan,3,0,3,2017-09-29,2021-06-01,C#,,ransomware,mac
Silcrypt,S1lkys,5,4,1,2019-03-03,2020-12-23,Python,,ransomware,
RansomWare,tfxidian,2,0,1,2017-09-03,2019-03-08,,,ransomware,
Pysome,pycodehacker,8,7,0,2018-12-10,2021-10-26,Python,,ransomware,linux
Win32.Stolich,online-9,2,4,0,2017-05-09,2021-05-13,C#,,ransomware,
simple-golang-ransomware,knowlet,2,5,1,2017-07-11,2020-04-24,Go,,ransomware,
Hall-of-Ransom,NotoriousRebel,4,0,0,2018-07-11,2019-10-14,Python,"java, kotlin, malware, ransomware, python",ransomware,
petya-killswitch,petermbenjamin,3,1,2,2017-06-27,2019-03-03,,"petya, petya-killswitch, killswitch, perfc, perfcdll, perfcdat, ransomware, ransomware-prevention",ransomware,windows
AnkurCryWare,AnkurKarmakar,2,0,1,2018-11-09,2019-10-21,Python,,ransomware,
pkw4r3,pr454nn4kum4r,3,0,1,2017-12-29,2019-03-03,Python,,ransomware,windows
mbrwlogger,werdnatreborp,2,0,1,2017-09-10,2019-03-17,PowerShell,,ransomware,
Fenrir,MiserableHating,2,1,1,2018-06-09,2019-03-17,Python,,ransomware,
Jigsaw-Ransomware,mohmmadyahya010101,10,12,4,2018-03-16,2021-11-27,Visual Basic,,ransomware,
ESAIP_RANSOM,quentin2k29,4,2,2,2017-11-01,2020-12-13,PHP,,ransomware,
Shy,micahjmartin,3,1,3,2017-05-05,2019-09-12,Shell,"bash, ransomware, linux, shell-script, openssl",ransomware,linux
HolyCrypt,DoxingMethod,4,4,0,2017-10-19,2021-07-31,Python,,ransomware,
QQBangBang-Ransomware,MasterCna,2,0,1,2017-06-29,2019-03-17,C++,,ransomware,
VVV-Ransomware,MicroshaftCorp,1,1,2,2018-07-14,2019-03-03,Batchfile,"ransomware, encrypt, encrypted-data",ransomware,
ransom.js,hackwaretech,6,1,2,2019-03-25,2021-01-06,JavaScript,,ransomware,"linux, windows"
MicinWare-PHP-Ransomware,exploreourbrain,5,4,3,2019-02-20,2020-10-28,PHP,,ransomware,
cryptoloacker,streambinder,7,1,3,2017-08-02,2021-09-06,C,"c, linux, windows, ransomware, server-client, network",ransomware,"linux, windows"
Simple_ransomware,xli1996,3,1,4,2017-04-13,2019-03-03,Python,,"ransomware, spam, virus",windows
